Text,Label,Cleaned_Text
সারা বিশ্বে তেলের দাম কমছে একটু একটু করে আর সোনার বাংলায় বাড়ছে,0.0,সারা বিশ্বে তেলের দাম কমছে একটু একটু করে আর সোনার বাংলায় বাড়ছে
এগুলো কিছুই না  দেশে যাতে একেবারে বাইক বন্ধ হয়ে যায় এবং কেউ বাইক না চালায় তার জন্য অকটেন এর দাম বৃদ্ধি করা হয়েছে,0.0,এগুলো কিছুই না দেশে যাতে একেবারে বাইক বন্ধ হয়ে যায় এবং কেউ বাইক না চালায় তার জন্য অকটেন এর দাম বৃদ্ধি করা হয়েছে
খুবই দুঃখজনক নিত্যপণ্যসহ পরিবহন খাতের ব্যায় দ্বিগুণ হয়ে যাবে,0.0,খুবই দুঃখজনক নিত্যপণ্যসহ পরিবহন খাতের ব্যায় দ্বিগুণ হয়ে যাবে
সরকারের নাটক আমরা বুঝি অকটেন পেট্রোল বাংলাদেশ উৎপাদিত হয় তারপরেও কেন এতো মূল্যবৃদ্ধি,0.0,সরকারের নাটক আমরা বুঝি অকটেন পেট্রোল বাংলাদেশ উৎপাদিত হয় তারপরেও কেন এতো মূল্যবৃদ্ধি
"নিত্য প্রয়োজনীয় প্রত্যেকটা জিনিসের দাম উর্ধ্বমুখীএর আগে গ্যাসের দামসয়াবিন তেলের দাম বেড়েছেএখন পেট্রোলের দাম বাড়লো
ভবিষ্যতে প্রত্যাকেটা জিনিসের দাম বাড়বেপেট্রোলের দাম বৃদ্ধি পাওয়ায় যানবাহনের ভাড়াও বাড়বেএভাবে চলতে থাকলে সাধারণ মানুষ 
মারাত্মকভাবে ক্ষতি হবে ও দেশেও বিপর্যয় নেমে আসবেতাই সরকারকে সঠিক পদক্ষেপ গ্রহনের জন্য আবেদন জানাচ্ছি",2.0,নিত্য প্রয়োজনীয় প্রত্যেকটা জিনিসের দাম উর্ধ্বমুখীএর আগে গ্যাসের দামসয়াবিন তেলের দাম বেড়েছেএখন পেট্রোলের দাম বাড়লো ভবিষ্যতে প্রত্যাকেটা জিনিসের দাম বাড়বেপেট্রোলের দাম বৃদ্ধি পাওয়ায় যানবাহনের ভাড়াও বাড়বেএভাবে চলতে থাকলে সাধারণ মানুষ মারাত্মকভাবে ক্ষতি হবে ও দেশেও বিপর্যয় নেমে আসবেতাই সরকারকে সঠিক পদক্ষেপ গ্রহনের জন্য আবেদন জানাচ্ছি
তেলের দামের কারণে পরিবহন খরচ অনেক বেড়ে যাবেএর ফলে প্রতিটি পণ্যের দাম বাড়বেসাধারণ মানুষের জীবন আরও দুর্বিষহ হয়ে উঠবে,0.0,তেলের দামের কারণে পরিবহন খরচ অনেক বেড়ে যাবেএর ফলে প্রতিটি পণ্যের দাম বাড়বেসাধারণ মানুষের জীবন আরও দুর্বিষহ হয়ে উঠবে
"স্বাধীনতা অর্জনের চেয়ে স্বাধীনতা রক্ষা করা কঠিনএটাই তার প্রমাননীতিহীন দুর্নীতির জন্যই সাধারণ মানুষের এই দুর্ভোগ  চেটে খাওয়া মানুষের জন্য খেটে খাওয়া 
মানুষের জীবন বিপন্ন হচ্ছে জনগণ মুক্তি চায়",0.0,স্বাধীনতা অর্জনের চেয়ে স্বাধীনতা রক্ষা করা কঠিনএটাই তার প্রমাননীতিহীন দুর্নীতির জন্যই সাধারণ মানুষের এই দুর্ভোগ চেটে খাওয়া মানুষের জন্য খেটে খাওয়া মানুষের জীবন বিপন্ন হচ্ছে জনগণ মুক্তি চায়
এই মূল্যবৃদ্ধির সাথে ইউক্রেনের কোনও সম্পর্ক নাইসাংবাদিকেরা মানুষকে ভুল পথে ডাইভার্ট করছে,0.0,এই মূল্যবৃদ্ধির সাথে ইউক্রেনের কোনও সম্পর্ক নাইসাংবাদিকেরা মানুষকে ভুল পথে ডাইভার্ট করছে
সকল প্রকার দ্রব্যমূল্যের দাম ক্রমান্বয়ে বৃদ্ধি পাচ্ছে   জানিনা বিশকোটি মানুষের ভাগ্যে কি আছে ,0.0,সকল প্রকার দ্রব্যমূল্যের দাম ক্রমান্বয়ে বৃদ্ধি পাচ্ছে জানিনা বিশকোটি মানুষের ভাগ্যে কি আছে
বাংলাদেশে বাছার মত অবস্থা রাখবেন না মনে হয় এই সরকার তারা জনগণকে তিলে তিলে মারার চেষ্টা করছে এইটা আমরা কোনদিনও মেনে নিব না,0.0,বাংলাদেশে বাছার মত অবস্থা রাখবেন না মনে হয় এই সরকার তারা জনগণকে তিলে তিলে মারার চেষ্টা করছে এইটা আমরা কোনদিনও মেনে নিব না
এদেশের মানুষের সবচেয়ে বড় ব্যর্থতা হচ্ছে তারা নিজেদের অধিকারের কথা শক্ত ভাবে বলতে অভ্যস্ত হতে পারে নি,2.0,এদেশের মানুষের সবচেয়ে বড় ব্যর্থতা হচ্ছে তারা নিজেদের অধিকারের কথা শক্ত ভাবে বলতে অভ্যস্ত হতে পারে নি
তাতে কি হয়েছে আমরা সব কিছু সইতে পারি তাই এবারও সয়ে যাবে,2.0,তাতে কি হয়েছে আমরা সব কিছু সইতে পারি তাই এবারও সয়ে যাবে
সব সময়ই বিশ্ব বাজারে দাম বাড়ে সরকার ভর্তুকি দিয়ে ব্যালেন্স রাখে যেন সাধারণ মানুষ বেকায়দায় না পড়ে,1.0,সব সময়ই বিশ্ব বাজারে দাম বাড়ে সরকার ভর্তুকি দিয়ে ব্যালেন্স রাখে যেন সাধারণ মানুষ বেকায়দায় না পড়ে
বারবার বিশ্ববাজারে কথা আসতেছে সেই বিশ্ব বাজারের রেটটা কোন সাংবাদিক তুলে ধরে নাই,2.0,বারবার বিশ্ববাজারে কথা আসতেছে সেই বিশ্ব বাজারের রেটটা কোন সাংবাদিক তুলে ধরে নাই
এই সরকার আবার দরকার শেখ হাসিনা সরকার উন্নয়নের জন্য দরকার,1.0,এই সরকার আবার দরকার শেখ হাসিনা সরকার উন্নয়নের জন্য দরকার
এখন দেকবেন কালকে থেকে সব কিচুর দাম বেড়ে জাবে,2.0,এখন দেকবেন কালকে থেকে সব কিচুর দাম বেড়ে জাবে
সব কিছুর দাম বৃদ্ধির অবস্থা দেখে প্রশ্ন জাগে যুদ্ধ কি ইউক্রেনে হচ্ছে নাকি বাংলাদেশে হচ্ছে কি হচ্ছে,0.0,সব কিছুর দাম বৃদ্ধির অবস্থা দেখে প্রশ্ন জাগে যুদ্ধ কি ইউক্রেনে হচ্ছে নাকি বাংলাদেশে হচ্ছে কি হচ্ছে
বিশ্ববাজারে তেলের দাম কমছে বাংলাদেশে বাড়ছে  আহা সুশাসন   আহা স্বদেশ,0.0,বিশ্ববাজারে তেলের দাম কমছে বাংলাদেশে বাড়ছে আহা সুশাসন আহা স্বদেশ
আন্তর্জাতিক বাজারে তেলের দাম কম দুবাই সরকার আগস্ট মাস থেকে তেলের দাম কমিয়েছে বাংলাদেশ সরকার ইউক্নেন যুদ্ধের দোহায় দিয়ে সব লুটে খাচছে,0.0,আন্তর্জাতিক বাজারে তেলের দাম কম দুবাই সরকার আগস্ট মাস থেকে তেলের দাম কমিয়েছে বাংলাদেশ সরকার ইউক্নেন যুদ্ধের দোহায় দিয়ে সব লুটে খাচছে
মধ্যবিত্ত পরিবারগুলো এবার বুঝবে জীবন যাত্রার ব্যয় কি পরিমান ,0.0,মধ্যবিত্ত পরিবারগুলো এবার বুঝবে জীবন যাত্রার ব্যয় কি পরিমান
আর কতো চুপ থাকবে জনগণ,0.0,আর কতো চুপ থাকবে জনগণ
সরকার আর দেশের লোড বহন করতে পারছেনা সরকারের উচিত সস্মানে দায়িত্ব ছেড়ে দেওয়া,0.0,সরকার আর দেশের লোড বহন করতে পারছেনা সরকারের উচিত সস্মানে দায়িত্ব ছেড়ে দেওয়া
যখন জ্বালানি তেল এর দাম বিশ্ব বাজারে কম ছিল বছরের পর বছর তখন কমানো হলো না কেন জ্বালানি তেল এর দাম ,0.0,যখন জ্বালানি তেল এর দাম বিশ্ব বাজারে কম ছিল বছরের পর বছর তখন কমানো হলো না কেন জ্বালানি তেল এর দাম
সরকারের লাগামহীন দুর্নীতি এবং বিদেশে টাকা পাচার করার জন্য এই অবস্থা জ্বালানি তেল এত দাম হওয়ার প্রশ্নই আসে না,0.0,সরকারের লাগামহীন দুর্নীতি এবং বিদেশে টাকা পাচার করার জন্য এই অবস্থা জ্বালানি তেল এত দাম হওয়ার প্রশ্নই আসে না
পেট্রোল ৮৭৳ থেকে ১৩০৳ করেছে প্রতি লিটারে বেড়েছে ৪৩৳ টাকা আমার মধ্যবিত্ত শ্রেণির মানুষের আয় তো বাড়ছে না,0.0,পেট্রোল ৮৭৳ থেকে ১৩০৳ করেছে প্রতি লিটারে বেড়েছে ৪৩৳ টাকা আমার মধ্যবিত্ত শ্রেণির মানুষের আয় তো বাড়ছে না
দেশের অবস্থা যে খুুব খারাপ তা বুঝার আর বাকি থাকে না  এখন সব কিছুর দাম বাড়বে দেশের মুদ্রাস্ফিতি কেউ আটকাতে পারবে না,0.0,দেশের অবস্থা যে খুুব খারাপ তা বুঝার আর বাকি থাকে না এখন সব কিছুর দাম বাড়বে দেশের মুদ্রাস্ফিতি কেউ আটকাতে পারবে না
যে কোনো প্রজেক্ট দ্বিগুণ হলে পরিস্থিতি ভয়াবহ ছাড়া আর কি হবে দেশ শেষ সবার সচেতন হতে হবে,0.0,যে কোনো প্রজেক্ট দ্বিগুণ হলে পরিস্থিতি ভয়াবহ ছাড়া আর কি হবে দেশ শেষ সবার সচেতন হতে হবে
দয়া করে জনগনের কর্মের মুল্য বাড়িয়ে দিন,2.0,দয়া করে জনগনের কর্মের মুল্য বাড়িয়ে দিন
পেট্রোল শতভাগ ও অকটেন অধিকাংশ দেশেই উৎপাদিত হয় তবে পেট্রোল ও অকটেন দাম বাড়ে  কোন লজিকে,0.0,পেট্রোল শতভাগ ও অকটেন অধিকাংশ দেশেই উৎপাদিত হয় তবে পেট্রোল ও অকটেন দাম বাড়ে কোন লজিকে
হে আল্লাহ বাঁচাও আয়ের চেয়ে যে পরিমাণ বাজার দর বাড়ছে তাতে কিভাবে অসুস্থ্য মা আর ছোটো ২টা বোনকে টিকিয়ে রাখবো,0.0,হে আল্লাহ বাঁচাও আয়ের চেয়ে যে পরিমাণ বাজার দর বাড়ছে তাতে কিভাবে অসুস্থ্য মা আর ছোটো ২টা বোনকে টিকিয়ে রাখবো
সরকারের সাধারণ মানুষের দূরভোগের কথা মাথায় রেখেই সিদ্ধান্ত নেওয়া উচিৎ,0.0,সরকারের সাধারণ মানুষের দূরভোগের কথা মাথায় রেখেই সিদ্ধান্ত নেওয়া উচিৎ
দেশ আর রক্ষা করা জাবে না,0.0,দেশ আর রক্ষা করা জাবে না
তেলের দাম বেড়ে গেছে সস্তা জালালি তেল তৈরি Plastic pyrolysis  নিয়ে একটা তথ্যচিত্র বানানো উচিত,2.0,তেলের দাম বেড়ে গেছে সস্তা জালালি তেল তৈরি Plastic pyrolysis নিয়ে একটা তথ্যচিত্র বানানো উচিত
ভাই রে সব কিছু দাম বাড়ছে কিন্তু গরিবের কাজের দাম বাড়ছে না,0.0,ভাই রে সব কিছু দাম বাড়ছে কিন্তু গরিবের কাজের দাম বাড়ছে না
নিম্নবিত্ত মানুষের জীবন এবার কাল হয়ে দারাবে এটাও দেশের জন্য মহামারির ন্যায়,0.0,নিম্নবিত্ত মানুষের জীবন এবার কাল হয়ে দারাবে এটাও দেশের জন্য মহামারির ন্যায়
"ঘুষ দুর্ণীতি বন্ধ করতে পারলে মূল্য বৃদ্ধি করার দরকার ছিল না এতে দ্রব্যমূল্য অনেক বেড়ে যাবে জনগণ কষ্ট পাবে রাজনীতিবিদরা ক্ষমতার পাগল 
জনগণের জন্য নয়",0.0,ঘুষ দুর্ণীতি বন্ধ করতে পারলে মূল্য বৃদ্ধি করার দরকার ছিল না এতে দ্রব্যমূল্য অনেক বেড়ে যাবে জনগণ কষ্ট পাবে রাজনীতিবিদরা ক্ষমতার পাগল জনগণের জন্য নয়
"আজ আপনারা বাংলাদেশ এবং ইউরোপের জ্বালানি দামের পার্থক্য দেখাচ্ছেন কিন্তু 
যখন আন্তর্জাতিক বাজারে জ্বালানির দাম কম থাকে তখন কেন বাংলাদেশ এবং অন্যান্য দেশের পার্থকটা সংবাদ সম্প্রচারে দেখানো হয় না ",0.0,আজ আপনারা বাংলাদেশ এবং ইউরোপের জ্বালানি দামের পার্থক্য দেখাচ্ছেন কিন্তু যখন আন্তর্জাতিক বাজারে জ্বালানির দাম কম থাকে তখন কেন বাংলাদেশ এবং অন্যান্য দেশের পার্থকটা সংবাদ সম্প্রচারে দেখানো হয় না
সরকার বলেছে যে পেট্রোল অকটেন আমাদের দেশেই তৈরি হয় তো এত দাম কিসের জন্য সেটা নিজেই বানায়,2.0,সরকার বলেছে যে পেট্রোল অকটেন আমাদের দেশেই তৈরি হয় তো এত দাম কিসের জন্য সেটা নিজেই বানায়
উন্নয়ন উন্নয়ন কথা বলেআজ জনগণের অনেক বিপদএরা মুখে বলে এক কথায় জনগণের বিপদ,0.0,উন্নয়ন উন্নয়ন কথা বলেআজ জনগণের অনেক বিপদএরা মুখে বলে এক কথায় জনগণের বিপদ
জনগণ কি এসব দেখেই যাবে,2.0,জনগণ কি এসব দেখেই যাবে
ধরেন বিশ্ব বাজারে জ্বালানি তেল এর দাম কমলো তখনও সাথে সাথে কমাবেন ,2.0,ধরেন বিশ্ব বাজারে জ্বালানি তেল এর দাম কমলো তখনও সাথে সাথে কমাবেন
সে যেদিকে যায় শুধুমাত্র দাম বাড়ে,0.0,সে যেদিকে যায় শুধুমাত্র দাম বাড়ে
সরকার নাকি পেট্রোল ও অকটেন নিজেরাই উৎপাদন করে তাহলে এর এতো দাম বৃদ্ধির যৌক্তিকতা কি,0.0,সরকার নাকি পেট্রোল ও অকটেন নিজেরাই উৎপাদন করে তাহলে এর এতো দাম বৃদ্ধির যৌক্তিকতা কি
হুট করে এতো বেশি দাম বাড়ানো ওজুক্তিক,0.0,হুট করে এতো বেশি দাম বাড়ানো ওজুক্তিক
"বিশ্ব বাজারে যেখানে দাম কমলো সেখানে দেশে দাম বাড়লো দুঃখ লাগলো আর পেট্রোল অকটেন না দেশের উৎস থেকে চাহিদা মেটানো হয়  
কিছু দিন আগেই বলা হলো শুধু ডিজেল এর দাম বাড়ান",0.0,বিশ্ব বাজারে যেখানে দাম কমলো সেখানে দেশে দাম বাড়লো দুঃখ লাগলো আর পেট্রোল অকটেন না দেশের উৎস থেকে চাহিদা মেটানো হয় কিছু দিন আগেই বলা হলো শুধু ডিজেল এর দাম বাড়ান
দাম বাড়লে সরকার দ্রুত দাম সমন্বয় করে কিন্তু দাম কমলে তখন আর সমন্বয় হয় না,0.0,দাম বাড়লে সরকার দ্রুত দাম সমন্বয় করে কিন্তু দাম কমলে তখন আর সমন্বয় হয় না
শ্রীলংকার পথে আরো একদাপ এগিয়ে গেলো সোনার বাংলা,0.0,শ্রীলংকার পথে আরো একদাপ এগিয়ে গেলো সোনার বাংলা
লিটার ১ লক্ষ টাকা হলেও তো তোমাদের কোন সমস্যা নেই কারণ তোমরা সরকারি টাকা যেভাবে ইচ্ছা সেভাবেই খরচ করছো এদিকে সাধারণ মানুষ কি করবে ,0.0,লিটার ১ লক্ষ টাকা হলেও তো তোমাদের কোন সমস্যা নেই কারণ তোমরা সরকারি টাকা যেভাবে ইচ্ছা সেভাবেই খরচ করছো এদিকে সাধারণ মানুষ কি করবে
দেশ যেমন উন্নত হচ্ছেঠিক তেমনি সব কিছুর মূল্য বৃদ্ধি হচ্ছে,2.0,দেশ যেমন উন্নত হচ্ছেঠিক তেমনি সব কিছুর মূল্য বৃদ্ধি হচ্ছে
গাড়ির দাম বাড়লো   ইঞ্জিন অয়েল এর দাম বাড়লো   এবার তেলের দাম বাড়লো   ১০ টাকার ঔষধ ১৫ টাকা   ইত্যাদি ইত্যাদি সবকিছুর দাম শুধু বৃদ্ধিই পাচ্ছে,0.0,গাড়ির দাম বাড়লো ইঞ্জিন অয়েল এর দাম বাড়লো এবার তেলের দাম বাড়লো ১০ টাকার ঔষধ ১৫ টাকা ইত্যাদি ইত্যাদি সবকিছুর দাম শুধু বৃদ্ধিই পাচ্ছে
আরে ভাই পেট্রল অকটেন তো আর আমদানি করা লাগে না তাহলে আবার বিশ্ব বাজারের দোহাই দিয়ে দাম বাড়ানোর কারণ কি   ,0.0,আরে ভাই পেট্রল অকটেন তো আর আমদানি করা লাগে না তাহলে আবার বিশ্ব বাজারের দোহাই দিয়ে দাম বাড়ানোর কারণ কি
সব কিছুর দাম বাড়ান কিন্তু চাকরি ক্ষেত্রে বেতন তো বাড়ান না,0.0,সব কিছুর দাম বাড়ান কিন্তু চাকরি ক্ষেত্রে বেতন তো বাড়ান না
যখন তেলের দাম কম ছিলোতখন বিশ্ব বাজারের সাথে সম্বনয় হয়নি কেন ,0.0,যখন তেলের দাম কম ছিলোতখন বিশ্ব বাজারের সাথে সম্বনয় হয়নি কেন
রাস্তায় গাড়ি নেই৫ টাকার ভাড়া ২০ টাকা দিয়ে কমর্স্থলে আসলামকোনদিকে যাচ্ছে দেশ ,0.0,রাস্তায় গাড়ি নেই৫ টাকার ভাড়া ২০ টাকা দিয়ে কমর্স্থলে আসলামকোনদিকে যাচ্ছে দেশ
দেশের মানুষের আয় ক্ষমতা এত বেড়েছে যে সব কিছুর দাম বেড়ে গেছে,2.0,দেশের মানুষের আয় ক্ষমতা এত বেড়েছে যে সব কিছুর দাম বেড়ে গেছে
শ্রীলংকা আমাদের হাতছানি দিয়ে ডাকছে,0.0,শ্রীলংকা আমাদের হাতছানি দিয়ে ডাকছে
"অনেক কিছু দামি আপনারা বাড়িয়ে দিলেন কিন্তু শ্রমিকদের কোন টাকায় বাড়িয়ে দিলেন না চাকরিজীবীদের কথা বলছি কারণ 
এই টাকা তারা অল্প স্যালারি থেকেই দিবে তাহলে আমি ব্যক্তিগত মন থেকে বলছি তাদেরও টাকা বাড়িয়ে দেওয়া হোক বেতন",0.0,অনেক কিছু দামি আপনারা বাড়িয়ে দিলেন কিন্তু শ্রমিকদের কোন টাকায় বাড়িয়ে দিলেন না চাকরিজীবীদের কথা বলছি কারণ এই টাকা তারা অল্প স্যালারি থেকেই দিবে তাহলে আমি ব্যক্তিগত মন থেকে বলছি তাদেরও টাকা বাড়িয়ে দেওয়া হোক বেতন
আপনারা শুধু নেগিটিভ বিষয়টা তুলে আনেন উন্নয়নের বিষয়টা তো বলেন না,1.0,আপনারা শুধু নেগিটিভ বিষয়টা তুলে আনেন উন্নয়নের বিষয়টা তো বলেন না
পরিবেশ দূষন অনেক খানি কমবে,0.0,পরিবেশ দূষন অনেক খানি কমবে
"গত চার বছর আগে তেল আমদানির খরচ বিদেশে বিক্রিত মূল্য থেকে 50  কম এবং তার মানে আপনি সেই সময়ে দ্বিগুণেরও বেশি দামে বিক্রি করেছেন 
সেই লাভের টাকা কোথায় ",0.0,গত চার বছর আগে তেল আমদানির খরচ বিদেশে বিক্রিত মূল্য থেকে 50 কম এবং তার মানে আপনি সেই সময়ে দ্বিগুণেরও বেশি দামে বিক্রি করেছেন সেই লাভের টাকা কোথায়
সরকারের পক্ষে ভর্তুকি দেয়া সম্ভব না কেন এই টাকা গুলা কি সরকার এর বাপের নাকিজনগনের টাকা জনগনের পিছনেই খরচ করতে হবে,0.0,সরকারের পক্ষে ভর্তুকি দেয়া সম্ভব না কেন এই টাকা গুলা কি সরকার এর বাপের নাকিজনগনের টাকা জনগনের পিছনেই খরচ করতে হবে
সবকিছুই দাম ঊর্ধ্বগতিতে,0.0,সবকিছুই দাম ঊর্ধ্বগতিতে
গার্মাঞ্জে জবের বোতন বাড়ানো হোক ও কৃষকের ফসলের সঠিক দাম দেওয়া হোক,0.0,গার্মাঞ্জে জবের বোতন বাড়ানো হোক ও কৃষকের ফসলের সঠিক দাম দেওয়া হোক
এই পরিস্থিতিতে সবচেয়ে বেশি বিপাকে পড়বে সাধারণ মানুষ,0.0,এই পরিস্থিতিতে সবচেয়ে বেশি বিপাকে পড়বে সাধারণ মানুষ
জ্বালানি তেলের দাম অতিরিক্ত বৃদ্ধি করার তীব্র নিন্দা জানাই সরকার দেশের মানুষের কথা চিন্তা করে না,0.0,জ্বালানি তেলের দাম অতিরিক্ত বৃদ্ধি করার তীব্র নিন্দা জানাই সরকার দেশের মানুষের কথা চিন্তা করে না
ডিজিটাল দেশ বলে কথা  এটা দেশের উন্নতির লক্ষণ,0.0,ডিজিটাল দেশ বলে কথা এটা দেশের উন্নতির লক্ষণ
সবকিছুর দাম বেড়ে গেলেও নিম্ন আয়ের মানুষের কিন্তু আয় বাড়বে নাহ,0.0,সবকিছুর দাম বেড়ে গেলেও নিম্ন আয়ের মানুষের কিন্তু আয় বাড়বে নাহ
দ্রব্য মূল্যের উর্ধগতিতে জনজীবন আজ দুঃসহ আগে থেকে জানানো উচিত ছিল,2.0,দ্রব্য মূল্যের উর্ধগতিতে জনজীবন আজ দুঃসহ আগে থেকে জানানো উচিত ছিল
এই সরকারের উন্নয়নের সুধনে দেশের জনগনের ঘুম নেই,0.0,এই সরকারের উন্নয়নের সুধনে দেশের জনগনের ঘুম নেই
পদ্মা সেতু মেট্রোরেল কর্ণফুলী টানেল এগুলোর দিকে তাকিয়ে থাকলেই আমাদের সকল কষ্ট চলে যাবে,1.0,পদ্মা সেতু মেট্রোরেল কর্ণফুলী টানেল এগুলোর দিকে তাকিয়ে থাকলেই আমাদের সকল কষ্ট চলে যাবে
"ঘুষ দুর্ণীতি বন্ধ করতে পারলে মূল্য বৃদ্ধি করার দরকার ছিল না এতে দ্রব্যমূল্য অনেক বেড়ে যাবে জনগণ কষ্ট পাবে 
রাজনীতিবিদরা ক্ষমতার পাগল জনগণের জন্য নয়",0.0,ঘুষ দুর্ণীতি বন্ধ করতে পারলে মূল্য বৃদ্ধি করার দরকার ছিল না এতে দ্রব্যমূল্য অনেক বেড়ে যাবে জনগণ কষ্ট পাবে রাজনীতিবিদরা ক্ষমতার পাগল জনগণের জন্য নয়
দেশ লুটপাট করে খেতে খেতে চর কিছু নাই ,0.0,দেশ লুটপাট করে খেতে খেতে চর কিছু নাই
"আবারও তেলের দাম বৃদ্ধি পরিবহনের ভাড়া বাড়বে কিন্তু আমরা যারা সাধারণ মানুষ তাদেরত কোন আয় বাড়ে নাই বেতন আগে যা ছিল এখনো তাই আছে  
প্রত্যেকটা জিনিসের মূল্য বৃদ্ধি  আমাদের মত সাধারণ মানুষের কি হবে",0.0,আবারও তেলের দাম বৃদ্ধি পরিবহনের ভাড়া বাড়বে কিন্তু আমরা যারা সাধারণ মানুষ তাদেরত কোন আয় বাড়ে নাই বেতন আগে যা ছিল এখনো তাই আছে প্রত্যেকটা জিনিসের মূল্য বৃদ্ধি আমাদের মত সাধারণ মানুষের কি হবে
এ দাম বাড়ানোর মাধ্যমে আমরা স্বল্পোন্নত দেশ থেকে উন্নয়নশীল দেশে পোছে গেছি,0.0,এ দাম বাড়ানোর মাধ্যমে আমরা স্বল্পোন্নত দেশ থেকে উন্নয়নশীল দেশে পোছে গেছি
ভাড়া বেড়ে গেলে যেয়ে এসে পড়ালেখা করা শিক্ষার্থীদের অনেক অসুবিধা হয়ে যাবে,0.0,ভাড়া বেড়ে গেলে যেয়ে এসে পড়ালেখা করা শিক্ষার্থীদের অনেক অসুবিধা হয়ে যাবে
অপেক্ষা আর কিছুদিনবাস ভাড়াবিদ্যুৎ থেকে শুরু করে একে একে সব কিছুর মূল্য বৃদ্ধি হবে,0.0,অপেক্ষা আর কিছুদিনবাস ভাড়াবিদ্যুৎ থেকে শুরু করে একে একে সব কিছুর মূল্য বৃদ্ধি হবে
"অবশ্যয় দাম বাড়াতে হবেসরকার যেমন রাতের আধারে ডিজেল অকটেন কেরাসিনের দাম বাড়াতে পারে 
তাহলে গাড়ীর ভাড়া কেন ভাড়াতে পারবে না গাড়ির মালিকরা",2.0,অবশ্যয় দাম বাড়াতে হবেসরকার যেমন রাতের আধারে ডিজেল অকটেন কেরাসিনের দাম বাড়াতে পারে তাহলে গাড়ীর ভাড়া কেন ভাড়াতে পারবে না গাড়ির মালিকরা
পদ্মা সেতু তৈরি করার পর যদি এতো সমস্যা হয় মেট্রোরেল তৈরির পর আল্লাহই জানে কি হয়,0.0,পদ্মা সেতু তৈরি করার পর যদি এতো সমস্যা হয় মেট্রোরেল তৈরির পর আল্লাহই জানে কি হয়
দ্রব্য মূল্যের দাম যতি বাড়বে বাংলাদেশ ততই উন্নত দেশে রুপান্তরিত হবে,1.0,দ্রব্য মূল্যের দাম যতি বাড়বে বাংলাদেশ ততই উন্নত দেশে রুপান্তরিত হবে
শ্রীলঙ্কার মতো হতে বেশি দেরী নেই শ্রীলঙ্কায় প্রথম লোডশেডিং তারপর পেট্রোল অকটেন ইত্যাদি জিনিসপত্র দাম বেড়ে ছিলো  ,0.0,শ্রীলঙ্কার মতো হতে বেশি দেরী নেই শ্রীলঙ্কায় প্রথম লোডশেডিং তারপর পেট্রোল অকটেন ইত্যাদি জিনিসপত্র দাম বেড়ে ছিলো
কয়েকদিন আগে নিউজে দেখলাম বিশ্ব বাজারে তেলের দাম কমেছেআর আমার দেশে হঠাৎ করে তেলের দাম বৃদ্ধি পাওয়া খুবই দুঃখজনক ও হতাশাজনক,0.0,কয়েকদিন আগে নিউজে দেখলাম বিশ্ব বাজারে তেলের দাম কমেছেআর আমার দেশে হঠাৎ করে তেলের দাম বৃদ্ধি পাওয়া খুবই দুঃখজনক ও হতাশাজনক
সরকারী সকল মন্তনালয়ে দুর্নীত বন্ধ করলে দেশের জনগন উপকৃত হবে,0.0,সরকারী সকল মন্তনালয়ে দুর্নীত বন্ধ করলে দেশের জনগন উপকৃত হবে
কি যে অবস্থা হচ্ছে দেশের বুজতেছি না দেশের উন্নয়নের নামে সব কিছুর দাম বাড়িয়ে আমরা এখন উন্নয়নের জোয়ারে ভাসছি,0.0,কি যে অবস্থা হচ্ছে দেশের বুজতেছি না দেশের উন্নয়নের নামে সব কিছুর দাম বাড়িয়ে আমরা এখন উন্নয়নের জোয়ারে ভাসছি
"সরকার একটা নিয়োম করতে পারে না যে একটা লোকের বেতন সর্ব নিম্ন ১৫ হাজার টাকা করা হক 
সব কিছুর দাম বাড়াবে বেতন বারবে না তাহলে কেমনে চলবে মানুষ",0.0,সরকার একটা নিয়োম করতে পারে না যে একটা লোকের বেতন সর্ব নিম্ন ১৫ হাজার টাকা করা হক সব কিছুর দাম বাড়াবে বেতন বারবে না তাহলে কেমনে চলবে মানুষ
"রাশিয়া তেল কেনার প্রস্তাব দিয়েছিল  সেই প্রস্তাব সরকার না করে দিয়েছে এখন তেলের দাম বাড়িয়েছে অথচ ভারত ঠিকই তাদের জনগণের 
কথা চিন্তা করে রাশিয়া থেকে অনেক কম দামে তেল কিনেছে আমাদের সরকার জনগণের কথা ভাবে না",0.0,রাশিয়া তেল কেনার প্রস্তাব দিয়েছিল সেই প্রস্তাব সরকার না করে দিয়েছে এখন তেলের দাম বাড়িয়েছে অথচ ভারত ঠিকই তাদের জনগণের কথা চিন্তা করে রাশিয়া থেকে অনেক কম দামে তেল কিনেছে আমাদের সরকার জনগণের কথা ভাবে না
তেলের দাম বাড়বে আর বাস ভাড়া বাড়বে না এটা হয় নাকি এই দেশে তেলের দামের সমানুপাতিক হারে বাস ভাড়া বাড়াবে,2.0,তেলের দাম বাড়বে আর বাস ভাড়া বাড়বে না এটা হয় নাকি এই দেশে তেলের দামের সমানুপাতিক হারে বাস ভাড়া বাড়াবে
কে জানতো দেশ ডিজিটাল করতে গিয়ে এমন দশা হবে,0.0,কে জানতো দেশ ডিজিটাল করতে গিয়ে এমন দশা হবে
যেমন জনগন তেমন সরকার,2.0,যেমন জনগন তেমন সরকার
